Ref_produit,Categorie,Description,Marque
WRT54GH-DE,Routeurs sans fil,"Linksys WRT54GH. Modulation: QPSK. Type d'interface LAN Ethernet: Fast Ethernet, LAN Ethernet : taux de transfert des données: 10,100 Mbit/s, Standards réseau: IEEE 802.11b, IEEE 802.11g, IEEE 802.3, IEEE 802.3u. Algorithme de sécurité soutenu: 128-bit WEP, 64-bit WEP, WPA, WPA2. Couleur du produit: Noir. Niveau de gain de l'antenne (max): 3 dBi, Puissance de transmission: 14 dBmW",Linksys
1827B032,Imprimantes multifonctions,"Canon i-SENSYS MF4660PL. Technologie d'impression: Laser, Résolution maximale: 1200 x 600 DPI. Copier: Copie simple, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur, Résolution de numérisation optique: 600 x 1200 DPI. Taille de papier de série A ISO maximum: A4",Canon
1837281,Jeux vidéos,"Nintendo Cocina Con Elle a Table. Plateforme: Nintendo DS, Valeur ESRB: Tout le monde, Développeur: Nintendo",Nintendo
253292558,Téléphones,"Grundig Elya. Type: Téléphone DECT. Haut-parleur. Portée maximum intérieur: 50 m, Porteé maximum extérieur: 300 m. Capacité du répertoire: 80 entrées. Taille de l'écran: 4,06 cm (1.6""). Couleur du produit: Rouge",Grundig
NTF7VMN,Laptops,"Lenovo ThinkPad T510. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-430M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,7 kg",Lenovo
GT-I9000HKDITV,Smartphones,"Samsung Galaxy S GT-I9000. Taille de l'écran: 10,2 cm (4""), Résolution de l'écran: 800 x 480 pixels. Fréquence du processeur: 1 GHz, Modèle de processeur: S5PC111. Capacité de stockage interne: 8 Go. Résolution de la caméra arrière (numerique): 5 MP, Type de caméra arrière: Caméra unique. Capacité de la carte SIM: SIM unique. Système d'exploitation installé: Android 2.1. Capacité de la batterie: 1500 mAh. Couleur du produit: Noir. Poids: 118 g",Samsung
PS50C7700YSXZF,TV,Samsung PS50C7700YS,Samsung
VFY:P2760PF021IT,PC/postes de travail,"Fujitsu ESPRIMO P2760. Fréquence du processeur: 2,8 GHz, Famille de processeur: Intel® Pentium®, Modèle de processeur: G6950. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intégré, Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 300 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Noir",Fujitsu
04GNQX1KFR00-2,Composants de laptop supplémentaires,ASUS 04GNQX1KFR00-2. Language du clavier: Français,ASUS
K52JE-EX047V-BE,Laptops,"ASUS K52JE-EX047V. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-350M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: AMD Radeon HD 5470. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir, Marron. Poids: 2,62 kg",ASUS
00A91212-SKU1P,Pcs tout en un/stations de travail,"MSI Wind Top Professional AP1920-5123W7P. Taille de l'écran: 47 cm (18.5""), Résolution de l'écran: 1366 x 768 pixels. Famille de processeur: Intel Atom®, Fréquence du processeur: 1,66 GHz. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go. Modèle d'adaptateur graphique distinct: Intel® GMA 3150. Appareil photo intégré. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir",MSI
578364-041,Composants de laptop supplémentaires,"HP 578364-041. Language du clavier: Allemand. Compatibilité: Mini 5101, Mini 5102, Mini 5103",HP
90-MSVD01-G0UAY00Z,Cartes mères,"ASUS KGPE-D16. Socket de processeur (réceptable de processeur): Prise G34. Canaux de mémoire: Quadri-canal, Mémoire RDIMM maximum: 256 Go. Contrôleur de réseau local (LAN): Intel® 82574L. Elément de forme de carte mère: SSI EEB, Carte mère chipset: AMD SR5690, Certification: FCC, CFR47 Part 15, Class B, CE, EN55022 & EN55024, C-TICK. Largeur: 304,8 mm, Profondeur: 330,2 mm",ASUS
920-002703,Claviers,"Logitech K200. Technologie de connectivité: Avec fil, Interface de l'appareil: USB, Disposition des touches du clavier: QWERTZ. Couleur du produit: Noir",Logitech
920-002842,Claviers,"Logitech MK320. Facteur de forme du clavier: Taille réelle (100 %). Style de clavier: Droit. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Disposition des touches du clavier: QWERTZ, Utilisation recommandée: Maison. Couleur du produit: Noir. Souris incluse",Logitech
AP803A,Équipements de réseau de distribution de contenu,HP StorageWorks X1400 Network Storage System,HP
ASF156W9EU,Filtres anti-reflets pour écran et filtres de confidentialité,"Targus Privacy Screen 15.6""W (16:9). Poids: 40 g",Targus
SY32K96H,Alimentations d'énergie non interruptibles,"APC SY32K96H. capacité de la puissance de sortie: 32 kVA, Puissance de sortie: 32000 W, Fréquence d'entrée: 40/70 Hz. Temps de rechargement de la batterie: 3,50 h. Couleur du produit: Noir, Certification: CE,EN 50091-1,EN/IEC 62040-3,EN/IEC 62040-1-1,FCC Part 15 Class A,VFI-SS-111. Poids: 1029 kg. Type de batterie: VRLA, Interface: SmartSlot, Connexions de sortie: 1x Hard Wire 5-wire (3PH + N + G)",APC
VFY:A5300MF101DE,Laptops,"Fujitsu LIFEBOOK A530. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-350M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel HD. Système d'exploitation installé: Windows 7 Professional. Poids: 2,5 kg",Fujitsu
VFY:A5300MF111DE,Laptops,"Fujitsu LIFEBOOK A530. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-450M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: Intel HD. Système d'exploitation installé: Windows 7 Professional. Poids: 2,5 kg",Fujitsu
WD706EA,Laptops,"HP ProBook 6550b. Type de produit: Ordinateur portable. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-450M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Supports de stockage: HDD, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Génération de réseau mobile: 3G. Système d'exploitation installé: Windows 7 Professional. Poids: 2,51 kg",HP
NT7R8MD,Laptops,"Lenovo ThinkPad T410i. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-450M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 35,8 cm (14.1""), Résolution de l'écran: 1440 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® GT 130M. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,23 kg",Lenovo
NTH3RMD,Laptops,"Lenovo ThinkPad T510. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-540M, Fréquence du processeur: 2,53 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go. Capacité totale de stockage: 250 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,7 kg",Lenovo
WU003ET,PC/postes de travail,"HP Compaq Pro Compaq 6005 Pro Microtower PC (ENERGY STAR). Fréquence du processeur: 2,8 GHz, Famille de processeur: AMD Athlon II X2, Modèle de processeur: B22. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 320 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD±RW. Modèle d'adaptateur graphique distinct: AMD Radeon HD 4200. Système d'exploitation installé: Windows 7 Professional. Type de châssis: Micro Tower. Type de produit: PC. Poids: 9,6 kg. Couleur du produit: Noir",HP
A52JC-EX178V,Laptops,"ASUS A52JC-EX178V. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-350M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 640 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® 310M. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir. Poids: 2,62 kg",ASUS
BS554AA,Composants de laptop supplémentaires,HP AV08XL. Type: Batterie,HP
BS555AA,Composants de laptop supplémentaires,HP MS06XL. Type: Batterie,HP
SKHAVRF,PC/postes de travail,"Lenovo ThinkCentre ThinkCenter M58P. Fréquence du processeur: 3 GHz, Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: E8400. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1066 MHz. Capacité totale de stockage: 320 Go, Lecteur de cartes mémoires intégré, Lecteur optique: DVD-ROM. Modèle d'adaptateur graphique distinct: AMD Radeon HD 3470 XT. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 280 W. Type de châssis: SFF. Type de produit: PC. Couleur du produit: Noir",Lenovo
406681,Bacs d'alimentations,"Ricoh PB1020. Compatibilité: Aficio SP C430DN, Capacité maximale: 550 feuilles, Poids de support pris en charge: 52 - 220 g/m². Types de supports acceptés: Executive, Half letter, A4, A5, A6, B5, B6, F, Foolscap, Folio, Envelopes. Poids: 12 kg. Dimensions (LxPxH): 444 x 590 x 140 mm, Taille maximum du support (personnalisée): 3.86” - 14”",Ricoh
821074,Cartouches de toner,"Ricoh SPC430 Black Toner. Rendement par page de toner noir: 21000 pages, Couleurs d'impression: Noir, Quantité: 1 pièce(s)",Ricoh
821075,Cartouches de toner,"Ricoh SPC430 Yellow Toner. Rendement par page de toner de couleur: 24000 pages, Couleurs d'impression: Jaune, Quantité: 1 pièce(s)",Ricoh
821076,Cartouches de toner,"Ricoh SPC430 Magenta Toner. Rendement par page de toner de couleur: 24000 pages, Couleurs d'impression: Magenta, Quantité: 1 pièce(s)",Ricoh
821077,Cartouches de toner,"Ricoh SPC430 Cyan Toner. Rendement par page de toner de couleur: 24000 pages, Couleurs d'impression: Cyan, Quantité: 1 pièce(s)",Ricoh
45410005236,Jeux vidéos,"Nintendo Mega Man Battle Network 5: Double Team DS. Plateforme: Nintendo DS, Valeur ESRB: Tout le monde, Développeur: Capcom",Nintendo
9114475,Jeux vidéos,"Sony Everybody's Tennis Portable. Plateforme: PlayStation Portable (PSP), Valeur ESRB: Tout le monde, Développeur: Clap Hanz",Sony
9130741,Jeux vidéos,"Sony Gran Turismo 5 Prologue. Plateforme: PlayStation 3, Valeur ESRB: Tout le monde, Développeur: Polyphony Digital",Sony
KL1129FBCFS,Security Software,"Kaspersky Anti-Virus 2009, 3u, 1Y, FR. Quantité de licences: 3 licence(s), Durée de licence (en années): 1 année(s). Espace disque minimal: 50 Mo, Mémoire vive (RAM) minimale: 256 Mo",Kaspersky
PS42A456P2DXXC,TV,Samsung PS42A456P2D. Format d'image: 16:9,Samsung
XAVT2501-100FRS,Cartes réseau,"NETGEAR XAVT2501. Technologie de connectivité: Avec fil, Interface de l'hôte: Prise d'alimenation, Interface: Ethernet. Débit de transfert des données maximum: 200 Mbit/s. Couleur du produit: Blanc",NETGEAR
DF1000-11,Cadres photos numériques,"HP df1000. Taille de l'écran: 26,4 cm (10.4""), Résolution de l'écran: 800 x 600 pixels, Écran: LCD. Formats d'image supportés: JPG, Format vidéo pris en charge: MPEG1, MPEG4, Formats audio pris en charge: MP3. Mémoire interne: 512 Mo, Cartes mémoire compatibles: CF, Clé USB (MS), MicroDrive, MMC, SD, xD. Interface: USB 2.0. Édition de photos: Rotation",HP
25071,Commutateurs réseaux,"Lindy 25071. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 5. Full duplex. Répertoire MAC: 1024 entrées. Standards réseau: IEEE 802.3u, IEEE 802.3x. Connecteur d'alimentation: DC-in jack",Lindy
25070,Commutateurs réseaux,"Lindy 25070. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 8. Full duplex. Répertoire MAC: 1024 entrées. Standards réseau: IEEE 802.3u, IEEE 802.3x. Connecteur d'alimentation: DC-in jack",Lindy
25045,Commutateurs réseaux,"Lindy 25045. Type de commutateur: Géré. Type de port Ethernet RJ-45 de commutation de base: Gigabit Ethernet (10/100/1000), Quantité de ports Ethernet RJ-45 de commutation de base: 8. Voltage d'entrée DC: 5 V. Connecteur d'alimentation: DC-in jack. Connexion Ethernet, supportant l'alimentation via ce port (PoE)",Lindy
25050,Commutateurs réseaux,"Lindy 8 Port PoE Gigabit Web Smart Switch. Type de commutateur: Géré. Quantité de ports Ethernet RJ-45 de commutation de base: 8, Connecteur d'alimentation: DC-in jack",Lindy
25044,Commutateurs réseaux,"Lindy 8-Port Gigabit Switch. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 8. Full duplex. Répertoire MAC: 8000 entrées. Standards réseau: IEEE 802.3, IEEE 802.3ab, IEEE 802.3u, IEEE 802.3x",Lindy
25043,Commutateurs réseaux,"Lindy 25043. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 8. Full duplex, Standards réseau: IEEE 802.3. Connecteur d'alimentation: DC-in jack",Lindy
25041,Commutateurs réseaux,Lindy 5-Port Fast Ethernet Switch. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 5. Full duplex,Lindy
25042,Commutateurs réseaux,"Lindy 25042. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 8. Full duplex, Standards réseau: IEEE 802.3. Connecteur d'alimentation: DC-in jack",Lindy
25033,Composants de commutation,"Lindy 25033. Couleur du produit: Noir. Taux de transfert des données: 1 Gbit/s, Technologie de connectivité: Avec fil, Technologie de cablâge: 1000Base-SX",Lindy
25034,Composants de commutation,"Lindy 25034. Couleur du produit: Noir. Taux de transfert des données: 1 Gbit/s, Technologie de connectivité: Avec fil, Technologie de cablâge: 1000Base-SX",Lindy
25012,Commutateurs réseaux,"Lindy 24-Port Network Switch. Type de commutateur: Géré, Banc de commutateurs: L2. Quantité de ports Ethernet RJ-45 de commutation de base: 24, Port de console: RS-232. Full duplex. Répertoire MAC: 8000 entrées. Standards réseau: IEEE 802.3ab",Lindy
25017,Commutateurs réseaux,Lindy 16-Port NWAY Switch. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 16. Full duplex. Répertoire MAC: 8000 entrées. Standards réseau: IEEE 802.3,Lindy
25032,Composants de commutation,"Lindy 25032. Couleur du produit: Noir. Taux de transfert des données: 2 Gbit/s, Technologie de connectivité: Avec fil, Technologie de cablâge: 10/100/1000Base-T(X). Ports E/S: 2 x RJ-45",Lindy
25009,Commutateurs réseaux,Lindy 24-Port N-Way Switch. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 24. Full duplex. Répertoire MAC: 8000 entrées. Standards réseau: IEEE 802.3,Lindy
22390,Armoires rack,"Lindy Wall Cabinet, 4U, Flatpack. Type: Rack monté sur le mur, Capacité du rack: 4U. Poids: 11,2 kg. Couleur du produit: Blanc",Lindy
25004,Commutateurs réseaux,"Lindy 25004. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 8, Port de console: RS-232. Full duplex. Répertoire MAC: 8000 entrées. Standards réseau: IEEE 802.3ab. Grille de montage",Lindy
22392,Armoires rack,"Lindy Wall Cabinet, 9U, Flatpack. Type: Rack monté sur le mur, Capacité du rack: 9U. Poids: 15,4 kg. Couleur du produit: Blanc",Lindy
22391,Armoires rack,"Lindy Wall Cabinet, 6U, Flatpack. Type: Rack monté sur le mur, Capacité du rack: 6U. Poids: 13,3 kg. Couleur du produit: Blanc",Lindy
22377,Kits de support,"Lindy Heavy ground. Capacité de charge maximale: 150 kg, Couleur du produit: Argent",Lindy
22379,Kits de support,"Lindy Heavy ground. Capacité de charge maximale: 150 kg, Couleur du produit: Argent",Lindy
22380,Kits de support,"Lindy Heavy ground. Capacité de charge maximale: 150 kg, Couleur du produit: Argent",Lindy
22378,Kits de support,"Lindy Heavy ground. Capacité de charge maximale: 150 kg, Couleur du produit: Argent",Lindy
22374,Kits de support,"Lindy Compartment floor. Capacité de charge maximale: 80 kg, Couleur du produit: Argent",Lindy
22375,Kits de support,"Lindy Compartment floor. Capacité de charge maximale: 80 kg, Couleur du produit: Argent",Lindy
22373,Kits de support,"Lindy Compartment floor. Capacité de charge maximale: 80 kg, Couleur du produit: Argent",Lindy
22372,Kits de support,"Lindy Compartment floor. Capacité de charge maximale: 50 kg, Couleur du produit: Argent",Lindy
22371,Kits de support,"Lindy Compartment floor. Capacité de charge maximale: 15 kg, Couleur du produit: Argent",Lindy
22370,Kits de support,"Lindy Compartment floor. Capacité de charge maximale: 15 kg, Couleur du produit: Argent",Lindy
