Ref_produit,Categorie,Description,Marque
DLCHD20H,Câbles HDMI,"Sony DLCHD20H. Longueur de câble: 2 m, Couleur du produit: Noir",Sony
4870-00155-138,Extensions de garantie et support,"POLY 3 Years Premier Plus Extended Service Agreement, Media Cart + 32"" LCD display bundle. Nombre d'années: 3 année(s)",POLY
4870-00481-112,Extensions de garantie et support,"POLY 1 Year Premier Extended Service Agreement, CMA 4000. Nombre d'années: 1 année(s)",POLY
4870-00481-114,Extensions de garantie et support,"POLY 1 Year Premier Plus Extended Service Agreement, CMA 4000",POLY
4870-00481-312,Extensions de garantie et support,"POLY 3 Years Premier Extended Service Agreement, CMA 4000. Nombre d'années: 3 année(s)",POLY
4870-00481-314,Extensions de garantie et support,"POLY 3 Year Premier Plus Extended Service Agreement, CMA 4000. Nombre d'années: 3 année(s)",POLY
210-26026,Imprimantes multifonctions,"DELL V505. Technologie d'impression: Jet d'encre, Impression: Impression couleur, Résolution maximale: 4800 x 2400 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 27 ppm. Copier: Copie couleur. Numérisation: Numérisation couleur. Télécopier: Télécopie simple. Taille de papier de série A ISO maximum: A4",DELL
LJ0311001,Pièces de rechange pour équipement d'impression,"Brother LJ0311001. Type: Roller, Compatibilité des périphériques: Imprimante laser/LED, Compatibilité de marque: Brother, Compatibilité: HL2460, Couleur du produit: Noir",Brother
59210039,Cartouches d'encre,"DELL 592-10039. Type d’encre noire: Encre à pigments, Couleurs d'impression: Noir, Quantité: 1 pièce(s)",DELL
406617,Bacs d'alimentations,"Ricoh PB3090. Compatibilité: Ricoh SP 6330N, Capacité maximale: 500 feuilles",Ricoh
415303,Imprimantes multifonctions,"Ricoh Aficio MP 2851. Technologie d'impression: Laser, Résolution maximale: 600 x 600 DPI. Copier: Copie couleur, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur. Télécopier: Télécopie simple. Taille de papier de série A ISO maximum: A3",Ricoh
5325302320,Serveurs de stockage,"Overland-Tandberg Snap Server 410. Capacité totale du stockage installé: 8 To, Capacité du lecteur de stockage: 2 To, D'interface pour unité de stockage: SATA. Fréquence du processeur: 2 GHz. Mémoire interne: 1 Go. Protocoles réseau pris en charge: SMB (1.0) / CIFS (NTLM), CIFS Mac OS X, NFS v2/v3/v4 (UDP/TCP), Apple AFP, FTP/FTPS, HTTP/HTTPS.... Type de châssis: Rack (1 U)",Overland-Tandberg
LKN:T9000M0002FR,Laptops,"Fujitsu LIFEBOOK T900. Type de produit: Hybride (2-en-1), Format: Convertible (Pivotant). Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-620M, Fréquence du processeur: 2,66 GHz. Taille de l'écran: 33,8 cm (13.3""), Résolution de l'écran: 1200 x 800 pixels, Écran tactile. Mémoire interne: 4 Go. Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Poids: 2 kg",Fujitsu
LKN:T9000M0001FR,Laptops,"Fujitsu LIFEBOOK T900. Type de produit: Hybride (2-en-1), Format: Convertible (Pivotant). Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-540M, Fréquence du processeur: 2,53 GHz. Taille de l'écran: 33,8 cm (13.3""), Résolution de l'écran: 1200 x 800 pixels, Écran tactile. Mémoire interne: 4 Go. Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Poids: 2 kg",Fujitsu
LKN:P7700M0003FR,Laptops,"Fujitsu LIFEBOOK P770. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-620UM, Fréquence du processeur: 1,06 GHz. Taille de l'écran: 30,7 cm (12.1""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Génération de réseau mobile: 3G. Modèle d'adaptateur graphique distinct: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 1,4 kg",Fujitsu
VQ566EA+VG735AA,Laptops,"HP ProBook 4515s + Orange Pack-Pass 500MB. Modèle de processeur: M520, Fréquence du processeur: 2,3 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 250 Go. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 3200. Système d'exploitation installé: Windows 7 Professional. Poids: 2,59 kg",HP
VFY:P2440PF031FR,PC/postes de travail,"Fujitsu ESPRIMO P2440. Fréquence du processeur: 2,8 GHz, Famille de processeur: AMD Athlon II X2, Modèle de processeur: 240. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM, Fréquence de la mémoire: 800 MHz. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Radeon HD 3200. Système d'exploitation installé: Windows 7 Professional. Alimentation d'énergie: 300 W. Type de châssis: Mini Tower. Type de produit: PC. Poids: 11 kg. Couleur du produit: Noir",Fujitsu
LKN:H7000W0002FR,Laptops,"Fujitsu CELSIUS H700. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-620M, Fréquence du processeur: 2,66 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Génération de réseau mobile: 3G. Modèle d'adaptateur graphique distinct: NVIDIA® Quadro® FX 880M. Système d'exploitation installé: Windows 7 Professional. Poids: 2,75 kg",Fujitsu
07027011,Cartouches de toner,"KYOCERA TK-11. Rendement par page de toner noir: 1500 pages, Couleurs d'impression: Noir",KYOCERA
CALIOS 1,Téléphones,Grundig Calios 1. Type: Téléphone DECT. Service de message court (SMS). Couleur du produit: Argent,Grundig
360128,Câbles VGA,"Manhattan 1.8m VGA Cable. Longueur de câble: 1,8 m, Connecteur 1: VGA (D-Sub), Connecteur 2: VGA (D-Sub)",Manhattan
90NXHA314S1521XL23BY,Laptops,"ASUS K72JR-TY041X, IT. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-430M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 43,9 cm (17.3""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 640 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 5470. Système d'exploitation installé: Windows 7 Professional. Poids: 3,3 kg",ASUS
90NXHA314S1591XL23BY,Laptops,"ASUS K72JR-TY004X, IT. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-430M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 43,9 cm (17.3""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 5470. Système d'exploitation installé: Windows 7 Professional. Poids: 3,3 kg",ASUS
90NXHA314S1421XL23BY,Laptops,"ASUS K72JR-TY045X, IT. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-350M, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 43,9 cm (17.3""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 640 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 5470. Système d'exploitation installé: Windows 7 Professional. Poids: 3,3 kg",ASUS
SHS12EU,Serveurs,"Lenovo ThinkServer RD120. Famille de processeur: Intel® Xeon®, Fréquence du processeur: 1,86 GHz, Modèle de processeur: E5205. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Ethernet/LAN. Alimentation d'énergie: 835 W, Alimentation redondante (RPS). Type de châssis: Rack (2 U)",Lenovo
C31C514007A0,Imprimantes Point de Vente,"Epson TM-U220B USB (avec alim - sans cordon secteur). Technologie d'impression: Dot Matrix, Type: Imprimantes POS, Vitesse d'impression: 4,7 lps. Épaisseur du papier à imprimer: 60 - 85 µm, Diamètre max. du rouleau: 8,3 cm, Largeur de papier supportée: 58, 70, 76.5 mm. Technologie de connectivité: Avec fil, Interfaces standards: USB 1.1. Temps moyen entre pannes: 180000 h, Pays d'origine: Chine, Durée de vie du ruban: 3 million de caractères. Couleur du produit: Blanc",Epson
C31C520061,Imprimantes Point de Vente,"Epson TM-J7500 noire. Technologie d'impression: Dot Matrix, Type: Imprimantes POS, Résolution maximale: 180 x 180 DPI. Épaisseur du papier à imprimer: 60 - 90 µm, Diamètre max. du rouleau: 8,3 cm, Largeur de papier supportée: 58, 70, 76.5 mm. Technologie de connectivité: Avec fil, Type d'interface série: RS-232, Interfaces standards: RS-232. Codes barres intégrés: CODABAR (NW-7), Code 128 (A/B/C), Code 39, Code 93, EAN13, EAN8, ITF-14, PDF417, UPC-A, UPC-E, Temps moyen entre pannes: 180000 h, Pays d'origine: Chine. Couleur du produit: Noir",Epson
414969,Imprimantes multifonctions,"Ricoh Aficio MP C2050. Technologie d'impression: Laser, Impression: Impression couleur, Résolution maximale: 1200 x 1200 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 20 ppm. Copier: Copie couleur, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation mono. Télécopier: Télécopie simple. Taille de papier de série A ISO maximum: A3",Ricoh
414970,Imprimantes multifonctions,"Ricoh Aficio MP C2530. Technologie d'impression: Laser, Impression: Impression couleur, Résolution maximale: 600 x 600 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 25 ppm. Copier: Copie couleur, Résolution max. des copies: 600 x 600 DPI. Numérisation: Numérisation couleur. Télécopier: Télécopie simple. Taille de papier de série A ISO maximum: A3",Ricoh
Q310-ASS2FR,Laptops,"Samsung Q Q310 XE2V 8401. Famille de processeur: Intel® Core™2 Duo, Modèle de processeur: P8400, Fréquence du processeur: 2,26 GHz. Taille de l'écran: 33,8 cm (13.3""), Résolution de l'écran: 1280 x 800 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® 9200M GS. Système d'exploitation installé: Windows Vista Home Premium. Poids: 2 kg",Samsung
0320V683,Extensions de garantie et support,"Canon Extended Warranty, 4Y f/ FC100/FC120/MF32XX/MF41XX. Nombre d'années: 4 année(s)",Canon
967555-0100,Claviers,"Logitech S 510. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil, Disposition des touches du clavier: QWERTY. Souris incluse",Logitech
967507-0103,Claviers,"Logitech 967507-0103. Technologie de connectivité: Avec fil, Interface de l'appareil: PS/2. Couleur du produit: Noir",Logitech
UM94GNGB,Lecteurs USB flash,"LG USB Diamond 4GB. Capacité: 4 Go, Interface de l'appareil: USB Type-A, Version USB: 2.0, Vitesse de lecture: 10 Mo/s, Vitesse d'écriture: 4 Mo/s. Couleur du produit: Gris",LG
UM98GNGB,Lecteurs USB flash,"LG USB Diamond 8GB. Capacité: 8 Go, Interface de l'appareil: USB Type-A, Version USB: 2.0, Vitesse de lecture: 10 Mo/s, Vitesse d'écriture: 4 Mo/s. Couleur du produit: Gris",LG
UM74GNPB,Lecteurs USB flash,"LG USB Mini 4GB. Capacité: 4 Go, Interface de l'appareil: USB Type-A, Version USB: 2.0, Vitesse de lecture: 10 Mo/s, Vitesse d'écriture: 4 Mo/s. Couleur du produit: Bleu",LG
UM78GNPB,Lecteurs USB flash,"LG USB Mini 8GB. Capacité: 8 Go, Interface de l'appareil: USB Type-A, Version USB: 2.0, Vitesse de lecture: 10 Mo/s, Vitesse d'écriture: 4 Mo/s. Couleur du produit: Bleu",LG
UM78GNTB,Lecteurs USB flash,"LG 8GB M7. Capacité: 8 Go, Interface de l'appareil: USB Type-A, Version USB: 2.0, Vitesse de lecture: 10 Mo/s, Vitesse d'écriture: 4 Mo/s. Couleur du produit: Bleu",LG
UM74GNTB,Lecteurs USB flash,"LG 4GB M7. Capacité: 4 Go, Interface de l'appareil: USB Type-A, Version USB: 2.0, Vitesse de lecture: 10 Mo/s, Vitesse d'écriture: 4 Mo/s. Couleur du produit: Bleu",LG
M85-26005FR-2,Claviers,"CHERRY M85-26005. Technologie de connectivité: Sans fil, Interface de l'appareil: RF sans fil. Couleur du produit: Noir. Souris incluse",CHERRY
NTF9VML,Laptops,"Lenovo ThinkPad T510i. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-540M, Fréquence du processeur: 2,53 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique inclus: Intel® HD Graphics. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,67 kg",Lenovo
NTX2WMH,Laptops,"Lenovo ThinkPad W701. Famille de processeur: Intel® Core™ i7, Fréquence du processeur: 2 GHz. Taille de l'écran: 43,2 cm (17""), Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD-RW. Modèle d'adaptateur graphique distinct: NVIDIA® Quadro® FX 2800M. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 3,83 kg",Lenovo
90OA28B47127J81E12Q,Laptops,"ASUS Eee PC 1018P. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: N475, Fréquence du processeur: 1,83 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 1 Go, Type de mémoire interne: DDR3-SDRAM. Système d'exploitation installé: Windows 7 Starter. Couleur du produit: Noir. Poids: 1,1 kg",ASUS
1018P-WHI078S,Laptops,"ASUS Eee PC 1018P. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: N475, Fréquence du processeur: 1,83 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 1 Go, Type de mémoire interne: DDR3-SDRAM. Système d'exploitation installé: Windows 7 Starter. Couleur du produit: Blanc. Poids: 1,1 kg",ASUS
KDL-40EX713U,TV,"Sony KDL-40EX713U. Taille de l'écran: 101,6 cm (40""), Résolution de l'écran: 1920 x 1080 pixels, Type HD: Full HD, Technologie d'affichage: LCD, Format d'image: 16:9. Couleur du produit: Noir",Sony
VFY:P5645PX611GB,PC/postes de travail,"Fujitsu ESPRIMO P5645. Fréquence du processeur: 2,6 GHz, Famille de processeur: AMD Phenom II X6, Modèle de processeur: 1035T. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM, Fréquence de la mémoire: 1333 MHz. Capacité totale de stockage: 1 To, Lecteur optique: DVD Super Multi. Modèle d'adaptateur graphique distinct: AMD Radeon HD 4200. Système d'exploitation installé: Windows 7 Professional, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 300 W. Type de châssis: Micro Tower. Type de produit: PC. Couleur du produit: Noir",Fujitsu
15SCREW6_32,Kits de support,StarTech.com 15SCREW6_32. Couleur du produit: Acier inoxydable,StarTech.com
CABCONSPAGB,Adaptateurs de puissance & onduleurs,"StarTech.com CABCONSPAGB. Tension de sortie: 12 V. Couleur du produit: Noir. Largeur: 45 mm, Profondeur: 110 mm, Hauteur: 32 mm. Poids du paquet: 460 g",StarTech.com
NP-N150-HAG1UK,Laptops,"Samsung NP-N150-HAG1UK. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: N450, Fréquence du processeur: 1,66 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 1 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 250 Go. Système d'exploitation installé: Windows 7 Starter. Couleur du produit: Noir. Poids: 1,24 kg",Samsung
NP-N150-JP05UK,Laptops,"Samsung NP-N150-JP05UK. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: N450, Fréquence du processeur: 1,66 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 1 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 160 Go. Système d'exploitation installé: Windows 7 Starter. Couleur du produit: Noir. Poids: 1,24 kg",Samsung
PXTNB3SUK6,Câbles électriques,"StarTech.com Cordon d'alimentation en trèfle pour UK - BS1363 vers C5 de 1,8 m pour ordinateur portable M/F - Noir. Longueur de câble: 1,8 m, Connecteur 1: BS 1363, Connecteur 2: Coupleur C5. Tension d'entrée: 250 V, Courant d'entrée: 2.5 A",StarTech.com
GXT2-3000RT230,Alimentations d'énergie non interruptibles,"Vertiv GXT2 3000VA. capacité de la puissance de sortie: 3 kVA, Puissance de sortie: 2700 W, Fréquence d'entrée: 40/70 Hz. Technologie batterie: Sealed Lead Acid (VRLA), Temps de secours type au chargement complet: 8 min, Temps de secours type à demi de charge: 16 min. Sécurité: EN 50091-1-1. Poids: 34 kg, Poids du paquet: 35,4 kg. Connexions de sortie: EN 60320/C13 EN 60320/C19, Dimensions (LxPxH): 89 x 615 x 432 mm, Tension nominale à l'entrée: 230 V",Vertiv
GXT3CABLE48V1,Câbles électriques,"Vertiv Liebert GXT3CABLE48V1. Longueur de câble: 0,42 m",Vertiv
GXT3CABLE48V6,Câbles électriques,"Vertiv Liebert 48 V DC Tension nominale. Longueur de câble: 1,8 m",Vertiv
GXT3CABLE72V1,Câbles électriques,"Vertiv Liebert GXT3CABLE72V1. Longueur de câble: 0,42 m",Vertiv
GXT3CABLE72V6,Câbles électriques,"Vertiv Liebert GXT3CABLE72V6. Longueur de câble: 1,6 m",Vertiv
GXT3CONN72V,Accessoires pour onduleurs,Vertiv Liebert GXT3CONN72V. Compatibilité: Liebert GXT3/4,Vertiv
GS605AV-100GES,Commutateurs réseaux,"NETGEAR GS605AV. Type de commutateur: Non-géré. Quantité de ports Ethernet RJ-45 de commutation de base: 5. Standards réseau: IEEE 802.3ab, IEEE 802.3i, IEEE 802.3u. Connecteur d'alimentation: DC-in jack",NETGEAR
06810-0053,Logiciels financiers et comptables,"Lexware QuickSteuer 2011 v17.0. Type: Comptabilité, Quantité de licences: 1 licence(s), Langue: Allemand. Processeur minimal: Pentium III, Mémoire vive (RAM) minimale: 512 Mo, Systèmes d'exploitation compatibles: - Microsoft Windows XP SP3 - Microsoft Windows Vista SP 2 - Microsoft Windows 7. Types de supports acceptés: CD-ROM. Plateforme: PC",Lexware
06815-0043,Logiciels financiers et comptables,"Lexware QuickSteuer Deluxe 2011 v17.0. Type: Comptabilité, Quantité de licences: 1 licence(s), Langue: Allemand. Processeur minimal: Pentium III, Mémoire vive (RAM) minimale: 512 Mo, Systèmes d'exploitation compatibles: - Microsoft Windows XP SP3 - Microsoft Windows Vista SP 2 - Microsoft Windows 7. Types de supports acceptés: CD-ROM. Plateforme: PC",Lexware
08832-0048,Logiciels financiers et comptables,"Lexware TAXMAN 2011. Type: Comptabilité, Langue: Allemand. Processeur minimal: Pentium III, Mémoire vive (RAM) minimale: 512 Mo, Systèmes d'exploitation compatibles: - Microsoft Windows XP SP3 - Microsoft Windows Vista SP 2 - Microsoft Windows 7. Types de supports acceptés: CD-ROM. Plateforme: PC",Lexware
3521-LTO,Dispositifs de stockage de secours,"Overland-Tandberg 3521-LTO. Type de produit: Disque de stockage, Type de support: Cartouche à bande, Interface: SAS. Capacité d'origine: 1,5 To, Capacité (avec compression): 3 To, Lecteur, dimension buffer: 256 Mo. Taux de transfert de données (compressées) soutenu: 140 Mo/s, Taux de transfert de données soutenu (native): 280 Mo/s. Consommation électrique typique: 20 W. Couleur du produit: Noir",Overland-Tandberg
3522-LTO,Dispositifs de stockage de secours,"Overland-Tandberg 3522-LTO. Type de produit: Disque de stockage, Type de support: Cartouche à bande, Interface: FC. Capacité d'origine: 1,5 To, Capacité (avec compression): 3 To, Lecteur, dimension buffer: 256 Mo. Taux de transfert de données (compressées) soutenu: 140 Mo/s, Taux de transfert de données soutenu (native): 280 Mo/s. Consommation électrique typique: 20 W. Couleur du produit: Noir",Overland-Tandberg
3523-LTO,Dispositifs de stockage de secours,"Overland-Tandberg 3523-LTO. Type de produit: Disque de stockage, Type de support: Cartouche à bande, Interface: SAS. Capacité d'origine: 1,5 To, Capacité (avec compression): 3 To, Lecteur, dimension buffer: 256 Mo. Taux de transfert de données (compressées) soutenu: 140 Mo/s, Taux de transfert de données soutenu (native): 280 Mo/s. Consommation électrique typique: 20 W. Couleur du produit: Noir",Overland-Tandberg
3524-LTO,Dispositifs de stockage de secours,"Overland-Tandberg 3524-LTO. Type de produit: Disque de stockage, Type de support: Cartouche à bande, Interface: SAS. Capacité d'origine: 1,5 To, Capacité (avec compression): 3 To, Lecteur, dimension buffer: 256 Mo. Taux de transfert de données (compressées) soutenu: 280 Mo/s, Taux de transfert de données soutenu (native): 140 Mo/s. Consommation électrique typique: 20 W. Couleur du produit: Noir",Overland-Tandberg
WBR-6003,Routeurs sans fil,"LevelOne WBR-6003. Norme Wi-Fi: Wi-Fi 4 (802.11n), Débit de transfert des données WLAN (max): 150 Mbit/s, Standards wifi: 802.11b, 802.11g, Wi-Fi 4 (802.11n). Type d'interface LAN Ethernet: Fast Ethernet, LAN Ethernet : taux de transfert des données: 10,100 Mbit/s, Technologie de cablâge: 10/100Base-T(X). Algorithme de sécurité soutenu: 64-bit WEP, 128-bit AES, 128-bit WEP, SSID, WPA, WPA2. Protocoles de gestion: SNMP. Couleur du produit: Argent, Voyants: LAN, Statut, WAN, WLAN, Pays d'origine: Chine",LevelOne
FSW-0503Z,Commutateurs réseaux,"LevelOne FSW-0503Z. Type de port Ethernet RJ-45 de commutation de base: Fast Ethernet (10/100), Quantité de ports Ethernet RJ-45 de commutation de base: 5. Full duplex. Répertoire MAC: 1024 entrées. Standards réseau: IEEE 802.3, IEEE 802.3af, IEEE 802.3u, IEEE 802.3x. Connecteur d'alimentation: DC-in jack. Connexion Ethernet, supportant l'alimentation via ce port (PoE)",LevelOne
88001-03,Accessoires pour casque /oreillettes,"Jabra 88001-03. Type de produit: Cable, Couleur du produit: Noir",Jabra
90-MIBDQ0-G0EAY0DZ,Cartes mères,"ASUS M4A88T-V EVO/USB3. Fabricant de processeur: AMD, Socket de processeur (réceptable de processeur): Prise AM3. Mémoire interne maximale: 16 Go. Niveaux RAID: 0, 1, 10, JBOD. Adaptateur graphique: Radeon HD 4250. Contrôleur de réseau local (LAN): Realtek RTL8111E, Caractéristiques réseau: Gigabit LAN",ASUS
90-N0LDK1001Y,Stations d'accueil,"ASUS Power Station II. Couleur du produit: Noir, Compatibilité: Asus B43F, B43J, B53F, B53J. Interface: Connecteur station d'accueil, Ports E/S: HDMI",ASUS
90N0NA728N2524XL151,Laptops,"ASUSPRO P42JC-VO012X. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-450M, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 35,6 cm (14""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 320 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique inclus: Intel® HD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA® GeForce® 310M. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 2,3 kg",ASUS
90N15A414N2333VL13K,Laptops,"ASUS K52N-EX035V. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-740QM, Fréquence du processeur: 1,73 GHz. Taille de l'écran: 39,6 cm (15.6""), Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 500 Go, Lecteur optique: DVD Super Multi DL. Modèle d'adaptateur graphique distinct: AMD Mobility Radeon HD 4200. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Marron. Poids: 2,62 kg",ASUS
90OA2KB1641BAC1E505Q,Laptops,"ASUS Eee PC 1016P. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: N450, Fréquence du processeur: 1,66 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Noir. Poids: 1,13 kg",ASUS
90OA2KB3641BAC1E505Q,Laptops,"ASUS Eee PC 1016P. Type de produit: Netbook. Famille de processeur: Intel Atom®, Modèle de processeur: N455, Fréquence du processeur: 1,66 GHz. Taille de l'écran: 25,6 cm (10.1""), Résolution de l'écran: 1024 x 600 pixels. Mémoire interne: 2 Go, Type de mémoire interne: DDR3-SDRAM. Capacité totale de stockage: 250 Go. Système d'exploitation installé: Windows 7 Professional. Couleur du produit: Argent. Poids: 1,27 kg",ASUS
90PE3DA2122252015C0C,Pcs tout en un/stations de travail,"ASUS EeeTop PC ET2010P. Type de produit: PC All-in-One. Taille de l'écran: 50,8 cm (20""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Famille de processeur: Intel Atom®, Fréquence du processeur: 1,66 GHz. Mémoire interne: 1 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 160 Go, Supports de stockage: HDD. Appareil photo intégré. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows XP Home. Couleur du produit: Noir",ASUS
90PE3GA21316E1025C0C,Pcs tout en un/stations de travail,"ASUS EeeTop PC ET2010PNT. Taille de l'écran: 50,8 cm (20""), Type HD: HD+, Résolution de l'écran: 1600 x 900 pixels. Famille de processeur: Intel Atom®, Fréquence du processeur: 1,66 GHz. Mémoire interne: 2 Go, Type de mémoire interne: DDR2-SDRAM. Capacité totale de stockage: 500 Go. Modèle d'adaptateur graphique distinct: NVIDIA® ION™. Appareil photo intégré. Lecteur optique: DVD Super Multi. Système d'exploitation installé: Windows 7 Home Premium. Couleur du produit: Noir",ASUS
C11CB08302,Imprimantes multifonctions,"Epson Stylus BX305FW. Technologie d'impression: Jet d'encre, Impression: Impression couleur, Résolution maximale: 5760 x 1440 DPI, Vitesse d'impression (couleur, qualité normale, A4/US Letter): 15 ppm. Copier: Copie simple. Numérisation: Numérisation couleur. Télécopier: Télécopie couleur. Taille de papier de série A ISO maximum: A4. Wifi",Epson
FSP:GACH00Z00DEDPE,Extensions de garantie et support,"Fujitsu Service Pack, 3Y -> 4Y, Collect & Return. Nombre d'années: 4 année(s), Horaire du service (heures et jours): 9x5, Type: ""Pick-up &amp; return""",Fujitsu
FSP:GACH00Z00DEDPH,Extensions de garantie et support,"Fujitsu Service Pack, 3Y -> 4Y, Collect & Return. Nombre d'années: 4 année(s), Type: ""Pick-up &amp; return""",Fujitsu
